ciudad,temperatura,descripcion,humedad,viento,presion,created_at,nivel,congestion,mensaje
Madrid,8.5,nublado,60,11.4,,2025-04-15 19:00:00,Bajo,28,Tráfico fluido.
Vigo,9.0,lluvia,86,6.6,,2025-04-15 19:00:00,Bajo,27,Tráfico fluido.
Madrid,8.0,nublado,62,10.2,,2025-04-15 20:00:00,Bajo,28,Tráfico fluido.
Vigo,8.4,lluvia,89,6.8,,2025-04-15 20:00:00,Bajo,27,Tráfico fluido.
Madrid,8.0,nublado,62,10.2,,2025-04-15 20:00:00,Bajo,28,Tráfico fluido.
Vigo,8.4,lluvia,89,6.8,,2025-04-15 20:00:00,Bajo,27,Tráfico fluido.
Madrid,7.0,nublado,68,8.7,,2025-04-15 21:00:00,Bajo,23,Tráfico fluido.
Vigo,7.6,lluvia,94,2.3,,2025-04-15 21:00:00,Bajo,27,Tráfico fluido.
Madrid,7.0,nublado,68,8.7,,2025-04-15 21:00:00,Bajo,23,Tráfico fluido.
Vigo,7.6,lluvia,94,2.3,,2025-04-15 21:00:00,Bajo,27,Tráfico fluido.
Madrid,6.4,cielo claro,71,9.9,,2025-04-15 22:00:00,Bajo,23,Tráfico fluido.
Vigo,7.7,lluvia,97,3.4,,2025-04-15 22:00:00,Bajo,27,Tráfico fluido.
Madrid,6.4,cielo claro,71,9.9,,2025-04-15 22:00:00,Bajo,23,Tráfico fluido.
Vigo,7.7,lluvia,97,3.4,,2025-04-15 22:00:00,Bajo,27,Tráfico fluido.
Madrid,6.0,cielo claro,72,11.7,,2025-04-15 23:00:00,Bajo,28,Tráfico fluido.
Vigo,7.4,nublado,96,4.2,,2025-04-15 23:00:00,Bajo,15,Tráfico fluido.
Madrid,6.0,cielo claro,72,11.7,,2025-04-15 23:00:00,Bajo,28,Tráfico fluido.
Vigo,7.4,nublado,96,4.2,,2025-04-15 23:00:00,Bajo,15,Tráfico fluido.
Madrid,5.6,cielo claro,71,13.0,,2025-04-16 00:00:00,Bajo,28,Tráfico fluido.
Vigo,7.3,nublado,98,3.9,,2025-04-16 00:00:00,Bajo,15,Tráfico fluido.
Madrid,5.6,cielo claro,71,13.0,,2025-04-16 00:00:00,Bajo,28,Tráfico fluido.
Vigo,7.3,nublado,98,3.9,,2025-04-16 00:00:00,Bajo,15,Tráfico fluido.
Madrid,5.4,cielo claro,73,15.9,,2025-04-16 01:00:00,Bajo,28,Tráfico fluido.
Vigo,7.3,lluvia,96,3.1,,2025-04-16 01:00:00,Bajo,27,Tráfico fluido.
Madrid,5.4,cielo claro,73,15.9,,2025-04-16 01:00:00,Bajo,28,Tráfico fluido.
Vigo,7.3,lluvia,96,3.1,,2025-04-16 01:00:00,Bajo,27,Tráfico fluido.
Madrid,5.2,cielo claro,73,15.4,,2025-04-16 02:00:00,Bajo,28,Tráfico fluido.
Vigo,7.1,nublado,97,5.4,,2025-04-16 02:00:00,Bajo,15,Tráfico fluido.
Madrid,5.2,cielo claro,73,15.4,,2025-04-16 02:00:00,Bajo,28,Tráfico fluido.
Vigo,7.1,nublado,97,5.4,,2025-04-16 02:00:00,Bajo,15,Tráfico fluido.
Madrid,4.8,cielo claro,74,13.0,,2025-04-16 03:00:00,Bajo,28,Tráfico fluido.
Vigo,7.0,lluvia,97,6.8,,2025-04-16 03:00:00,Bajo,27,Tráfico fluido.
Madrid,4.8,cielo claro,74,13.0,,2025-04-16 03:00:00,Bajo,28,Tráfico fluido.
Vigo,7.0,lluvia,97,6.8,,2025-04-16 03:00:00,Bajo,27,Tráfico fluido.
Madrid,4.5,cielo claro,74,11.8,,2025-04-16 04:00:00,Bajo,28,Tráfico fluido.
Vigo,7.2,lluvia,97,8.7,,2025-04-16 04:00:00,Bajo,27,Tráfico fluido.
Madrid,4.5,cielo claro,74,11.8,,2025-04-16 04:00:00,Bajo,28,Tráfico fluido.
Vigo,7.2,lluvia,97,8.7,,2025-04-16 04:00:00,Bajo,27,Tráfico fluido.
Madrid,4.4,cielo claro,74,12.3,,2025-04-16 05:00:00,Bajo,28,Tráfico fluido.
Vigo,7.4,lluvia,97,10.0,,2025-04-16 05:00:00,Bajo,27,Tráfico fluido.
Madrid,4.4,cielo claro,74,12.3,,2025-04-16 05:00:00,Bajo,28,Tráfico fluido.
Vigo,7.4,lluvia,97,10.0,,2025-04-16 05:00:00,Bajo,27,Tráfico fluido.
Madrid,4.2,cielo claro,76,11.9,,2025-04-16 06:00:00,Bajo,28,Tráfico fluido.
Vigo,8.0,lluvia,96,8.1,,2025-04-16 06:00:00,Bajo,27,Tráfico fluido.
Madrid,4.2,cielo claro,76,11.9,,2025-04-16 06:00:00,Bajo,28,Tráfico fluido.
Vigo,8.0,lluvia,96,8.1,,2025-04-16 06:00:00,Bajo,27,Tráfico fluido.
Madrid,5.2,cielo claro,72,10.9,,2025-04-16 07:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,8.6,lluvia,98,3.9,,2025-04-16 07:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,5.2,cielo claro,72,10.9,,2025-04-16 07:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,8.6,lluvia,98,3.9,,2025-04-16 07:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,6.4,cielo claro,67,9.6,,2025-04-16 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,9.9,lluvia,95,4.0,,2025-04-16 08:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,6.4,cielo claro,67,9.6,,2025-04-16 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,9.9,lluvia,95,4.0,,2025-04-16 08:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,7.9,cielo claro,61,12.2,,2025-04-16 09:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,11.5,lluvia,88,8.4,,2025-04-16 09:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,7.9,cielo claro,61,12.2,,2025-04-16 09:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,11.5,lluvia,88,8.4,,2025-04-16 09:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,9.6,nublado,51,14.8,,2025-04-16 10:00:00,Bajo,28,Tráfico fluido.
Vigo,12.7,lluvia,77,12.9,,2025-04-16 10:00:00,Bajo,32,Tráfico fluido.
Madrid,9.6,nublado,51,14.8,,2025-04-16 10:00:00,Bajo,28,Tráfico fluido.
Vigo,12.7,lluvia,77,12.9,,2025-04-16 10:00:00,Bajo,32,Tráfico fluido.
Madrid,9.7,nublado,54,16.1,,2025-04-16 11:00:00,Bajo,28,Tráfico fluido.
Vigo,14.0,lluvia,66,15.7,,2025-04-16 11:00:00,Bajo,32,Tráfico fluido.
Madrid,9.7,nublado,54,16.1,,2025-04-16 11:00:00,Bajo,28,Tráfico fluido.
Vigo,14.0,lluvia,66,15.7,,2025-04-16 11:00:00,Bajo,32,Tráfico fluido.
Madrid,8.6,lluvia,60,13.9,,2025-04-16 12:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.7,lluvia,61,16.7,,2025-04-16 12:00:00,Bajo,32,Tráfico fluido.
Madrid,8.6,lluvia,60,13.9,,2025-04-16 12:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.7,lluvia,61,16.7,,2025-04-16 12:00:00,Bajo,32,Tráfico fluido.
Madrid,10.0,lluvia,57,12.1,,2025-04-16 13:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.9,nublado,58,17.7,,2025-04-16 13:00:00,Bajo,20,Tráfico fluido.
Madrid,10.0,lluvia,57,12.1,,2025-04-16 13:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.9,nublado,58,17.7,,2025-04-16 13:00:00,Bajo,20,Tráfico fluido.
Madrid,10.5,lluvia,58,15.2,,2025-04-16 14:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.8,nublado,58,18.3,,2025-04-16 14:00:00,Bajo,20,Tráfico fluido.
Madrid,10.5,lluvia,58,15.2,,2025-04-16 14:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.8,nublado,58,18.3,,2025-04-16 14:00:00,Bajo,20,Tráfico fluido.
Madrid,10.3,nublado,60,18.0,,2025-04-16 15:00:00,Bajo,28,Tráfico fluido.
Vigo,14.6,nublado,61,17.6,,2025-04-16 15:00:00,Bajo,20,Tráfico fluido.
Madrid,10.3,nublado,60,18.0,,2025-04-16 15:00:00,Bajo,28,Tráfico fluido.
Vigo,14.6,nublado,61,17.6,,2025-04-16 15:00:00,Bajo,20,Tráfico fluido.
Madrid,10.4,cielo claro,63,16.2,,2025-04-16 16:00:00,Alto,63,Tráfico pesado.
Vigo,14.0,lluvia,64,17.2,,2025-04-16 16:00:00,Alto,67,Tráfico pesado.
Madrid,10.4,cielo claro,63,16.2,,2025-04-16 16:00:00,Alto,63,Tráfico pesado.
Vigo,14.0,lluvia,64,17.2,,2025-04-16 16:00:00,Alto,67,Tráfico pesado.
Madrid,10.6,nublado,67,16.1,,2025-04-16 17:00:00,Alto,63,Tráfico pesado.
Vigo,13.6,lluvia,66,15.0,,2025-04-16 17:00:00,Alto,67,Tráfico pesado.
Madrid,10.6,nublado,67,16.1,,2025-04-16 17:00:00,Alto,63,Tráfico pesado.
Vigo,13.6,lluvia,66,15.0,,2025-04-16 17:00:00,Alto,67,Tráfico pesado.
Madrid,9.8,cielo claro,76,15.2,,2025-04-16 18:00:00,Alto,63,Tráfico pesado.
Vigo,13.0,lluvia,69,12.0,,2025-04-16 18:00:00,Alto,67,Tráfico pesado.
Madrid,9.8,cielo claro,76,15.2,,2025-04-16 18:00:00,Alto,63,Tráfico pesado.
Vigo,13.0,lluvia,69,12.0,,2025-04-16 18:00:00,Alto,67,Tráfico pesado.
Madrid,9.0,lluvia,84,12.7,,2025-04-16 19:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,11.9,cielo claro,74,7.4,,2025-04-16 19:00:00,Bajo,15,Tráfico fluido.
Madrid,9.0,lluvia,84,12.7,,2025-04-16 19:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,11.9,cielo claro,74,7.4,,2025-04-16 19:00:00,Bajo,15,Tráfico fluido.
Madrid,8.8,lluvia,88,11.8,,2025-04-16 20:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,10.5,cielo claro,81,4.6,,2025-04-16 20:00:00,Bajo,15,Tráfico fluido.
Madrid,8.8,lluvia,88,11.8,,2025-04-16 20:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,10.5,cielo claro,81,4.6,,2025-04-16 20:00:00,Bajo,15,Tráfico fluido.
Madrid,7.9,lluvia,93,9.8,,2025-04-16 21:00:00,Medio,35,Condiciones normales de tráfico.
Vigo,10.4,cielo claro,81,2.4,,2025-04-16 21:00:00,Bajo,15,Tráfico fluido.
Madrid,7.9,lluvia,93,9.8,,2025-04-16 21:00:00,Medio,35,Condiciones normales de tráfico.
Vigo,10.4,cielo claro,81,2.4,,2025-04-16 21:00:00,Bajo,15,Tráfico fluido.
Madrid,8.5,lluvia,93,8.9,,2025-04-16 22:00:00,Medio,35,Condiciones normales de tráfico.
Vigo,10.1,cielo claro,83,1.6,,2025-04-16 22:00:00,Bajo,15,Tráfico fluido.
Madrid,8.5,lluvia,93,8.9,,2025-04-16 22:00:00,Medio,35,Condiciones normales de tráfico.
Vigo,10.1,cielo claro,83,1.6,,2025-04-16 22:00:00,Bajo,15,Tráfico fluido.
Madrid,8.5,nublado,94,8.4,,2025-04-16 23:00:00,Bajo,23,Tráfico fluido.
Vigo,9.8,nublado,86,1.9,,2025-04-16 23:00:00,Bajo,15,Tráfico fluido.
Madrid,8.5,nublado,94,8.4,,2025-04-16 23:00:00,Bajo,23,Tráfico fluido.
Vigo,9.8,nublado,86,1.9,,2025-04-16 23:00:00,Bajo,15,Tráfico fluido.
Madrid,8.0,cielo claro,95,8.1,,2025-04-17 00:00:00,Bajo,23,Tráfico fluido.
Vigo,9.5,nublado,90,2.7,,2025-04-17 00:00:00,Bajo,15,Tráfico fluido.
Madrid,8.0,cielo claro,95,8.1,,2025-04-17 00:00:00,Bajo,23,Tráfico fluido.
Vigo,9.5,nublado,90,2.7,,2025-04-17 00:00:00,Bajo,15,Tráfico fluido.
Madrid,8.2,cielo claro,89,9.6,,2025-04-17 01:00:00,Bajo,23,Tráfico fluido.
Vigo,9.0,nublado,92,3.7,,2025-04-17 01:00:00,Bajo,15,Tráfico fluido.
Madrid,8.2,cielo claro,89,9.6,,2025-04-17 01:00:00,Bajo,23,Tráfico fluido.
Vigo,9.0,nublado,92,3.7,,2025-04-17 01:00:00,Bajo,15,Tráfico fluido.
Madrid,8.0,cielo claro,76,13.7,,2025-04-17 02:00:00,Bajo,28,Tráfico fluido.
Vigo,9.4,nublado,91,4.8,,2025-04-17 02:00:00,Bajo,15,Tráfico fluido.
Madrid,8.0,cielo claro,76,13.7,,2025-04-17 02:00:00,Bajo,28,Tráfico fluido.
Vigo,9.4,nublado,91,4.8,,2025-04-17 02:00:00,Bajo,15,Tráfico fluido.
Madrid,7.4,cielo claro,76,13.3,,2025-04-17 03:00:00,Bajo,28,Tráfico fluido.
Vigo,9.7,nublado,89,6.1,,2025-04-17 03:00:00,Bajo,15,Tráfico fluido.
Madrid,7.4,cielo claro,76,13.3,,2025-04-17 03:00:00,Bajo,28,Tráfico fluido.
Vigo,9.7,nublado,89,6.1,,2025-04-17 03:00:00,Bajo,15,Tráfico fluido.
Madrid,7.1,cielo claro,76,12.0,,2025-04-17 04:00:00,Bajo,28,Tráfico fluido.
Vigo,9.5,nublado,89,6.7,,2025-04-17 04:00:00,Bajo,15,Tráfico fluido.
Madrid,7.1,cielo claro,76,12.0,,2025-04-17 04:00:00,Bajo,28,Tráfico fluido.
Vigo,9.5,nublado,89,6.7,,2025-04-17 04:00:00,Bajo,15,Tráfico fluido.
Madrid,6.6,cielo claro,76,10.2,,2025-04-17 05:00:00,Bajo,28,Tráfico fluido.
Vigo,9.9,nublado,85,7.5,,2025-04-17 05:00:00,Bajo,15,Tráfico fluido.
Madrid,6.6,cielo claro,76,10.2,,2025-04-17 05:00:00,Bajo,28,Tráfico fluido.
Vigo,9.9,nublado,85,7.5,,2025-04-17 05:00:00,Bajo,15,Tráfico fluido.
Madrid,6.2,cielo claro,78,9.2,,2025-04-17 06:00:00,Bajo,23,Tráfico fluido.
Vigo,10.4,nublado,81,8.4,,2025-04-17 06:00:00,Bajo,15,Tráfico fluido.
Madrid,6.2,cielo claro,78,9.2,,2025-04-17 06:00:00,Bajo,23,Tráfico fluido.
Vigo,10.4,nublado,81,8.4,,2025-04-17 06:00:00,Bajo,15,Tráfico fluido.
Madrid,7.4,cielo claro,74,8.5,,2025-04-17 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,11.0,nublado,80,11.6,,2025-04-17 07:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,7.4,cielo claro,74,8.5,,2025-04-17 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,11.0,nublado,80,11.6,,2025-04-17 07:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,9.2,cielo claro,65,7.4,,2025-04-17 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,11.7,nublado,79,13.6,,2025-04-17 08:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,9.2,cielo claro,65,7.4,,2025-04-17 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,11.7,nublado,79,13.6,,2025-04-17 08:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,10.6,nublado,59,8.1,,2025-04-17 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.3,nublado,75,13.4,,2025-04-17 09:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,10.6,nublado,59,8.1,,2025-04-17 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.3,nublado,75,13.4,,2025-04-17 09:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,11.9,nublado,53,8.6,,2025-04-17 10:00:00,Bajo,23,Tráfico fluido.
Vigo,14.3,nublado,75,14.2,,2025-04-17 10:00:00,Bajo,20,Tráfico fluido.
Madrid,11.9,nublado,53,8.6,,2025-04-17 10:00:00,Bajo,23,Tráfico fluido.
Vigo,14.3,nublado,75,14.2,,2025-04-17 10:00:00,Bajo,20,Tráfico fluido.
Madrid,13.0,nublado,55,8.6,,2025-04-17 11:00:00,Bajo,23,Tráfico fluido.
Vigo,15.3,nublado,76,18.8,,2025-04-17 11:00:00,Bajo,20,Tráfico fluido.
Madrid,13.0,nublado,55,8.6,,2025-04-17 11:00:00,Bajo,23,Tráfico fluido.
Vigo,15.3,nublado,76,18.8,,2025-04-17 11:00:00,Bajo,20,Tráfico fluido.
Madrid,14.3,nublado,53,11.5,,2025-04-17 12:00:00,Bajo,28,Tráfico fluido.
Vigo,16.2,lluvia,75,18.4,,2025-04-17 12:00:00,Bajo,32,Tráfico fluido.
Madrid,14.3,nublado,53,11.5,,2025-04-17 12:00:00,Bajo,28,Tráfico fluido.
Vigo,16.2,lluvia,75,18.4,,2025-04-17 12:00:00,Bajo,32,Tráfico fluido.
Madrid,15.6,cielo claro,50,10.8,,2025-04-17 13:00:00,Bajo,28,Tráfico fluido.
Vigo,15.0,lluvia,85,16.8,,2025-04-17 13:00:00,Bajo,32,Tráfico fluido.
Madrid,15.6,cielo claro,50,10.8,,2025-04-17 13:00:00,Bajo,28,Tráfico fluido.
Vigo,15.0,lluvia,85,16.8,,2025-04-17 13:00:00,Bajo,32,Tráfico fluido.
Madrid,15.9,cielo claro,51,12.5,,2025-04-17 14:00:00,Bajo,28,Tráfico fluido.
Vigo,15.0,lluvia,92,17.2,,2025-04-17 14:00:00,Bajo,32,Tráfico fluido.
Madrid,15.9,cielo claro,51,12.5,,2025-04-17 14:00:00,Bajo,28,Tráfico fluido.
Vigo,15.0,lluvia,92,17.2,,2025-04-17 14:00:00,Bajo,32,Tráfico fluido.
Madrid,16.5,cielo claro,50,11.5,,2025-04-17 15:00:00,Bajo,28,Tráfico fluido.
Vigo,15.0,lluvia,93,16.3,,2025-04-17 15:00:00,Bajo,32,Tráfico fluido.
Madrid,16.5,cielo claro,50,11.5,,2025-04-17 15:00:00,Bajo,28,Tráfico fluido.
Vigo,15.0,lluvia,93,16.3,,2025-04-17 15:00:00,Bajo,32,Tráfico fluido.
Madrid,17.2,cielo claro,50,11.0,,2025-04-17 16:00:00,Alto,63,Tráfico pesado.
Vigo,15.0,lluvia,91,18.6,,2025-04-17 16:00:00,Alto,67,Tráfico pesado.
Madrid,17.2,cielo claro,50,11.0,,2025-04-17 16:00:00,Alto,63,Tráfico pesado.
Vigo,15.0,lluvia,91,18.6,,2025-04-17 16:00:00,Alto,67,Tráfico pesado.
Madrid,16.6,cielo claro,54,11.4,,2025-04-17 17:00:00,Alto,63,Tráfico pesado.
Vigo,14.6,lluvia,93,20.7,,2025-04-17 17:00:00,Alto,67,Tráfico pesado.
Madrid,16.6,cielo claro,54,11.4,,2025-04-17 17:00:00,Alto,63,Tráfico pesado.
Vigo,14.6,lluvia,93,20.7,,2025-04-17 17:00:00,Alto,67,Tráfico pesado.
Madrid,15.6,cielo claro,63,10.2,,2025-04-17 18:00:00,Alto,63,Tráfico pesado.
Vigo,14.6,lluvia,92,19.6,,2025-04-17 18:00:00,Alto,67,Tráfico pesado.
Madrid,15.6,cielo claro,63,10.2,,2025-04-17 18:00:00,Alto,63,Tráfico pesado.
Vigo,14.6,lluvia,92,19.6,,2025-04-17 18:00:00,Alto,67,Tráfico pesado.
Madrid,14.0,cielo claro,71,10.3,,2025-04-17 19:00:00,Bajo,28,Tráfico fluido.
Vigo,14.1,lluvia,92,19.0,,2025-04-17 19:00:00,Bajo,32,Tráfico fluido.
Madrid,14.0,cielo claro,71,10.3,,2025-04-17 19:00:00,Bajo,28,Tráfico fluido.
Vigo,14.1,lluvia,92,19.0,,2025-04-17 19:00:00,Bajo,32,Tráfico fluido.
Madrid,13.0,cielo claro,75,11.1,,2025-04-17 20:00:00,Bajo,28,Tráfico fluido.
Vigo,13.9,lluvia,93,17.0,,2025-04-17 20:00:00,Bajo,32,Tráfico fluido.
Madrid,13.0,cielo claro,75,11.1,,2025-04-17 20:00:00,Bajo,28,Tráfico fluido.
Vigo,13.9,lluvia,93,17.0,,2025-04-17 20:00:00,Bajo,32,Tráfico fluido.
Madrid,12.5,cielo claro,76,10.1,,2025-04-17 21:00:00,Bajo,28,Tráfico fluido.
Vigo,13.5,lluvia,97,15.3,,2025-04-17 21:00:00,Bajo,32,Tráfico fluido.
Madrid,12.5,cielo claro,76,10.1,,2025-04-17 21:00:00,Bajo,28,Tráfico fluido.
Vigo,13.5,lluvia,97,15.3,,2025-04-17 21:00:00,Bajo,32,Tráfico fluido.
Madrid,11.9,cielo claro,78,9.3,,2025-04-17 22:00:00,Bajo,23,Tráfico fluido.
Vigo,13.4,lluvia,98,14.0,,2025-04-17 22:00:00,Bajo,32,Tráfico fluido.
Madrid,11.9,cielo claro,78,9.3,,2025-04-17 22:00:00,Bajo,23,Tráfico fluido.
Vigo,13.4,lluvia,98,14.0,,2025-04-17 22:00:00,Bajo,32,Tráfico fluido.
Madrid,11.0,cielo claro,82,8.2,,2025-04-17 23:00:00,Bajo,23,Tráfico fluido.
Vigo,13.3,lluvia,97,14.6,,2025-04-17 23:00:00,Bajo,32,Tráfico fluido.
Madrid,11.0,cielo claro,82,8.2,,2025-04-17 23:00:00,Bajo,23,Tráfico fluido.
Vigo,13.3,lluvia,97,14.6,,2025-04-17 23:00:00,Bajo,32,Tráfico fluido.
Madrid,10.3,cielo claro,86,8.0,,2025-04-18 00:00:00,Bajo,23,Tráfico fluido.
Vigo,13.2,lluvia,98,15.1,,2025-04-18 00:00:00,Bajo,32,Tráfico fluido.
Madrid,10.3,cielo claro,86,8.0,,2025-04-18 00:00:00,Bajo,23,Tráfico fluido.
Vigo,13.2,lluvia,98,15.1,,2025-04-18 00:00:00,Bajo,32,Tráfico fluido.
Madrid,11.2,cielo claro,86,8.0,,2025-04-18 01:00:00,Bajo,23,Tráfico fluido.
Vigo,13.0,lluvia,97,16.6,,2025-04-18 01:00:00,Bajo,32,Tráfico fluido.
Madrid,11.2,cielo claro,86,8.0,,2025-04-18 01:00:00,Bajo,23,Tráfico fluido.
Vigo,13.0,lluvia,97,16.6,,2025-04-18 01:00:00,Bajo,32,Tráfico fluido.
Madrid,10.4,cielo claro,90,7.5,,2025-04-18 02:00:00,Bajo,23,Tráfico fluido.
Vigo,12.9,lluvia,97,14.8,,2025-04-18 02:00:00,Bajo,32,Tráfico fluido.
Madrid,10.4,cielo claro,90,7.5,,2025-04-18 02:00:00,Bajo,23,Tráfico fluido.
Vigo,12.9,lluvia,97,14.8,,2025-04-18 02:00:00,Bajo,32,Tráfico fluido.
Madrid,9.9,cielo claro,92,8.6,,2025-04-18 03:00:00,Bajo,23,Tráfico fluido.
Vigo,12.7,lluvia,97,15.6,,2025-04-18 03:00:00,Bajo,32,Tráfico fluido.
Madrid,9.9,cielo claro,92,8.6,,2025-04-18 03:00:00,Bajo,23,Tráfico fluido.
Vigo,12.7,lluvia,97,15.6,,2025-04-18 03:00:00,Bajo,32,Tráfico fluido.
Madrid,9.4,cielo claro,93,7.6,,2025-04-18 04:00:00,Bajo,23,Tráfico fluido.
Vigo,12.7,lluvia,96,20.0,,2025-04-18 04:00:00,Bajo,32,Tráfico fluido.
Madrid,9.4,cielo claro,93,7.6,,2025-04-18 04:00:00,Bajo,23,Tráfico fluido.
Vigo,12.7,lluvia,96,20.0,,2025-04-18 04:00:00,Bajo,32,Tráfico fluido.
Madrid,8.9,cielo claro,94,5.7,,2025-04-18 05:00:00,Bajo,23,Tráfico fluido.
Vigo,12.6,lluvia,97,15.3,,2025-04-18 05:00:00,Bajo,32,Tráfico fluido.
Madrid,8.9,cielo claro,94,5.7,,2025-04-18 05:00:00,Bajo,23,Tráfico fluido.
Vigo,12.6,lluvia,97,15.3,,2025-04-18 05:00:00,Bajo,32,Tráfico fluido.
Madrid,8.6,cielo claro,95,4.5,,2025-04-18 06:00:00,Bajo,23,Tráfico fluido.
Vigo,12.7,lluvia,96,12.8,,2025-04-18 06:00:00,Bajo,32,Tráfico fluido.
Madrid,8.6,cielo claro,95,4.5,,2025-04-18 06:00:00,Bajo,23,Tráfico fluido.
Vigo,12.7,lluvia,96,12.8,,2025-04-18 06:00:00,Bajo,32,Tráfico fluido.
Madrid,9.7,nublado,93,4.4,,2025-04-18 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.0,lluvia,98,16.7,,2025-04-18 07:00:00,Alto,62,Tráfico pesado.
Madrid,9.7,nublado,93,4.4,,2025-04-18 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.0,lluvia,98,16.7,,2025-04-18 07:00:00,Alto,62,Tráfico pesado.
Madrid,11.6,nublado,86,4.1,,2025-04-18 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.4,lluvia,98,14.2,,2025-04-18 08:00:00,Alto,62,Tráfico pesado.
Madrid,11.6,nublado,86,4.1,,2025-04-18 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.4,lluvia,98,14.2,,2025-04-18 08:00:00,Alto,62,Tráfico pesado.
Madrid,13.7,nublado,75,8.9,,2025-04-18 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.4,lluvia,96,17.0,,2025-04-18 09:00:00,Alto,62,Tráfico pesado.
Madrid,13.7,nublado,75,8.9,,2025-04-18 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,13.4,lluvia,96,17.0,,2025-04-18 09:00:00,Alto,62,Tráfico pesado.
Madrid,14.8,lluvia,69,13.8,,2025-04-18 10:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.8,lluvia,93,16.1,,2025-04-18 10:00:00,Bajo,32,Tráfico fluido.
Madrid,14.8,lluvia,69,13.8,,2025-04-18 10:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.8,lluvia,93,16.1,,2025-04-18 10:00:00,Bajo,32,Tráfico fluido.
Madrid,15.5,lluvia,65,15.6,,2025-04-18 11:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.8,lluvia,84,20.5,,2025-04-18 11:00:00,Bajo,32,Tráfico fluido.
Madrid,15.5,lluvia,65,15.6,,2025-04-18 11:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.8,lluvia,84,20.5,,2025-04-18 11:00:00,Bajo,32,Tráfico fluido.
Madrid,17.0,lluvia,56,17.1,,2025-04-18 12:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.6,lluvia,86,21.2,,2025-04-18 12:00:00,Bajo,32,Tráfico fluido.
Madrid,17.0,lluvia,56,17.1,,2025-04-18 12:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,14.6,lluvia,86,21.2,,2025-04-18 12:00:00,Bajo,32,Tráfico fluido.
Madrid,17.3,lluvia,57,17.7,,2025-04-18 13:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,13.2,lluvia,90,24.3,,2025-04-18 13:00:00,Bajo,32,Tráfico fluido.
Madrid,17.3,lluvia,57,17.7,,2025-04-18 13:00:00,Medio,40,Condiciones normales de tráfico.
Vigo,13.2,lluvia,90,24.3,,2025-04-18 13:00:00,Bajo,32,Tráfico fluido.
Madrid,18.1,cielo claro,56,17.7,,2025-04-18 14:00:00,Bajo,28,Tráfico fluido.
Vigo,14.9,lluvia,76,25.2,,2025-04-18 14:00:00,Bajo,32,Tráfico fluido.
Madrid,18.1,cielo claro,56,17.7,,2025-04-18 14:00:00,Bajo,28,Tráfico fluido.
Vigo,14.9,lluvia,76,25.2,,2025-04-18 14:00:00,Bajo,32,Tráfico fluido.
